fecha,provincia,casos_total,casos_nuevos,muertes_total,muertes_nuevos,observaciones
2020-07-18,Chubut,235,8,2,0,
2020-07-18,Córdoba,1131,22,38,0,
2020-07-18,Corrientes,130,1,0,0,
2020-07-18,Entre Ríos,615,15,5,0,
2020-07-18,Formosa,75,0,0,0,
2020-07-18,Jujuy,674,7,1,0,
2020-07-18,La Pampa,8,0,0,0,
2020-07-18,La Rioja,180,17,15,0,
2020-07-18,Mendoza,451,44,13,0,
2020-07-18,Misiones,42,1,2,0,
2020-07-18,Neuquén,856,16,22,0,
2020-07-18,Río Negro,1297,25,54,2,
2020-07-18,Salta,147,7,3,0,
2020-07-18,San Juan,14,0,0,0,
2020-07-18,San Luis,14,0,0,0,
2020-07-18,Santa Cruz,123,20,0,0,
2020-07-18,Santa Fe,668,36,8,0,
2020-07-18,Santiago del Estero,36,0,0,0,
2020-07-18,Tierra del Fuego,234,22,1,0,
2020-07-18,Tucumán,100,0,5,0,
2020-07-19,Buenos Aires,70784,2761,1115,21,
2020-07-19,CABA,45614,1115,842,14,
2020-07-19,Catamarca,58,3,0,0,
2020-07-19,Chaco,2966,48,120,1,
2020-07-19,Chubut,238,3,2,0,
2020-07-19,Córdoba,1198,67,39,1,
2020-07-19,Corrientes,129,0,1,1,1 caso fue reclasificado a Salta
2020-07-19,Entre Ríos,631,16,5,0,
2020-07-19,Formosa,75,0,0,0,
2020-07-19,Jujuy,680,6,1,0,
2020-07-19,La Pampa,8,0,0,0,
2020-07-19,La Rioja,184,4,15,0,
2020-07-19,Mendoza,492,41,14,1,
2020-07-19,Misiones,41,0,2,0,1 caso fue reclasificado a la Ciudad de Buenos Aires (CABA)
2020-07-19,Neuquén,889,33,22,0,
2020-07-19,Río Negro,1320,23,54,0,
2020-07-19,Salta,171,23,3,0,
2020-07-19,San Juan,14,0,0,0,
2020-07-19,San Luis,14,0,0,0,
2020-07-19,Santa Cruz,182,59,0,0,
2020-07-19,Santa Fe,691,23,9,1,
2020-07-19,Santiago del Estero,37,1,0,0,
2020-07-19,Tierra del Fuego,239,5,1,0,
2020-07-19,Tucumán,100,0,5,0,
2020-07-20,Buenos Aires,73340,2556,1172,57,
2020-07-20,CABA,46706,1090,892,50,
2020-07-20,Catamarca,58,0,0,0,
2020-07-20,Chaco,2996,30,121,1,
2020-07-20,Chubut,242,4,2,0,
2020-07-20,Córdoba,1319,39,39,0,"Notificó 39 casos. Adicionalmente se notificaron 82 casos, que corresponden a días anteriores debido a cargas retrasadas"
2020-07-20,Corrientes,129,0,1,0,
2020-07-20,Entre Ríos,649,18,5,0,
2020-07-20,Formosa,75,0,0,0,
2020-07-20,Jujuy,764,84,1,0,
2020-07-20,La Pampa,8,0,0,0,
2020-07-20,La Rioja,184,0,15,0,
2020-07-20,Mendoza,517,25,15,1,
2020-07-20,Misiones,41,0,2,0,
2020-07-20,Neuquén,906,17,22,0,
2020-07-20,Río Negro,1341,21,58,4,
2020-07-20,Salta,172,1,3,0,
2020-07-20,San Juan,14,0,0,0,
2020-07-20,San Luis,15,1,0,0,
2020-07-20,Santa Cruz,206,24,0,0,
2020-07-20,Santa Fe,718,27,9,0,
2020-07-20,Santiago del Estero,37,0,0,0,
2020-07-20,Tierra del Fuego,239,0,1,0,
2020-07-20,Tucumán,98,0,5,0,2 casos fueron reclasificados a la Ciudad de Buenos Aires (CABA)
2020-07-21,Buenos Aires,76817,3477,1221,49,
2020-07-21,CABA,48158,1452,924,32,
2020-07-21,Catamarca,60,2,0,0,
2020-07-21,Chaco,3031,35,121,0,
2020-07-21,Chubut,254,12,2,0,
2020-07-21,Córdoba,1377,58,41,2,
2020-07-21,Corrientes,130,1,1,0,
2020-07-21,Entre Ríos,656,7,6,1,
2020-07-21,Formosa,75,0,0,0,
2020-07-21,Jujuy,884,120,31,30,
2020-07-21,La Pampa,8,0,0,0,
2020-07-21,La Rioja,186,2,15,0,
2020-07-21,Mendoza,566,49,15,0,
2020-07-21,Misiones,41,0,2,0,
2020-07-21,Neuquén,932,26,22,0,
2020-07-21,Río Negro,1375,34,60,2,
2020-07-21,Salta,177,5,3,0,
2020-07-21,San Juan,16,2,0,0,
2020-07-21,San Luis,15,0,0,0,
2020-07-21,Santa Cruz,222,16,0,0,
2020-07-21,Santa Fe,753,35,9,0,
2020-07-21,Santiago del Estero,38,1,1,1,
2020-07-21,Tierra del Fuego,248,9,1,0,
2020-07-21,Tucumán,99,1,5,0,
2020-07-22,Buenos Aires,80618,3801,1273,52,
2020-07-22,CABA,49549,1390,966,42,
2020-07-22,Catamarca,61,1,0,0,
2020-07-22,Chaco,3104,73,124,3,
2020-07-22,Chubut,253,0,2,0,1 caso fue reclasificado a la Ciudad de Buenos Aires (CABA)
2020-07-22,Córdoba,1464,87,41,0,
2020-07-22,Corrientes,130,0,1,0,
2020-07-22,Entre Ríos,680,24,6,0,
2020-07-22,Formosa,76,1,0,0,
2020-07-22,Jujuy,1039,155,31,0,
2020-07-22,La Pampa,8,0,0,0,
2020-07-22,La Rioja,196,10,15,0,
2020-07-22,Mendoza,622,56,16,1,
2020-07-22,Misiones,41,0,2,0,
2020-07-22,Neuquén,958,26,22,0,
2020-07-22,Río Negro,1432,57,60,0,
2020-07-22,Salta,196,19,3,0,
2020-07-22,San Juan,17,1,0,0,
2020-07-22,San Luis,17,2,0,0,
2020-07-22,Santa Cruz,239,17,0,0,
2020-07-22,Santa Fe,802,49,9,0,
2020-07-22,Santiago del Estero,39,1,1,0,
2020-07-22,Tierra del Fuego,258,10,1,0,
2020-07-22,Tucumán,101,2,5,0,
2020-07-23,Buenos Aires,84919,4300,1342,69,
2020-07-23,CABA,50817,1267,1005,39,
2020-07-23,Catamarca,61,0,0,0,
2020-07-23,Chaco,3155,51,127,3,
2020-07-23,Chubut,254,1,2,0,
2020-07-23,Córdoba,1566,102,41,0,
2020-07-23,Corrientes,134,4,1,0,
2020-07-23,Entre Ríos,711,31,6,0,
2020-07-23,Formosa,77,1,0,0,
2020-07-23,Jujuy,1197,158,31,0,
2020-07-23,La Pampa,8,0,0,0,
2020-07-23,La Rioja,205,9,15,0,
2020-07-23,Mendoza,674,52,19,3,
2020-07-23,Misiones,43,2,2,0,
2020-07-23,Neuquén,983,25,22,0,
2020-07-23,Río Negro,1486,54,60,0,
2020-07-23,Salta,197,1,3,0,
2020-07-23,San Juan,19,2,0,0,
2020-07-23,San Luis,18,1,0,0,
2020-07-23,Santa Cruz,263,24,0,0,
2020-07-23,Santa Fe,836,34,9,0,
2020-07-23,Santiago del Estero,43,4,1,0,
2020-07-23,Tierra del Fuego,262,4,1,0,
2020-07-23,Tucumán,99,0,5,0,"1 caso fue reclasificado a la Ciudad de Buenos Aires (CABA), 1 caso fue reclasificado a la provincia de Buenos Aires"
2020-07-24,Buenos Aires,88709,3790,1422,80,
2020-07-24,CABA,51977,1157,1024,19,
2020-07-24,Catamarca,60,0,0,0,1 caso fue reclasificado a Jujuy
2020-07-24,Chaco,3218,63,130,3,
2020-07-24,Chubut,260,6,2,0,
2020-07-24,Córdoba,1622,56,42,1,
2020-07-24,Corrientes,131,0,1,0,3 casos fue reclasificado a la Ciudad de Buenos Aires (CABA)
2020-07-24,Entre Ríos,722,11,6,0,
2020-07-24,Formosa,79,2,0,0,
2020-07-24,Jujuy,1353,155,31,0,
2020-07-24,La Pampa,8,0,0,0,
2020-07-24,La Rioja,215,10,15,0,
2020-07-24,Mendoza,730,56,20,1,
2020-07-24,Misiones,44,1,2,0,
2020-07-24,Neuquén,1001,18,22,0,
2020-07-24,Río Negro,1526,40,61,1,
2020-07-24,Salta,210,13,3,0,
2020-07-24,San Juan,20,1,0,0,
2020-07-24,San Luis,19,1,0,0,
2020-07-24,Santa Cruz,301,38,0,0,
2020-07-24,Santa Fe,868,32,9,0,
2020-07-24,Santiago del Estero,45,2,1,0,
2020-07-24,Tierra del Fuego,299,37,1,0,
2020-07-24,Tucumán,103,4,5,0,
2020-07-25,Buenos Aires,91959,3250,1496,74,
2020-07-25,CABA,53099,1121,1032,8,
2020-07-25,Catamarca,60,0,0,0,
2020-07-25,Chaco,3260,42,132,2,
2020-07-25,Chubut,262,2,2,0,
2020-07-25,Córdoba,1692,70,42,0,
2020-07-25,Corrientes,136,5,1,0,
2020-07-25,Entre Ríos,740,18,6,0,
2020-07-25,Formosa,79,0,0,0,
2020-07-25,Jujuy,1389,36,31,0,
2020-07-25,La Pampa,33,25,0,0,
2020-07-25,La Rioja,230,15,15,0,
2020-07-25,Mendoza,790,60,20,0,
2020-07-25,Misiones,47,3,2,0,
2020-07-25,Neuquén,1026,25,23,1,
2020-07-25,Río Negro,1554,28,61,0,
2020-07-25,Salta,239,29,3,0,
2020-07-25,San Juan,19,0,0,0,1 caso fue reclasificado a la Ciudad de Buenos Aires (CABA)
2020-07-25,San Luis,19,0,0,0,
2020-07-25,Santa Cruz,309,8,1,1,
2020-07-25,Santa Fe,898,30,9,0,
2020-07-25,Santiago del Estero,48,3,1,0,
2020-07-25,Tierra del Fuego,335,36,1,0,
2020-07-25,Tucumán,111,8,5,0,
2020-07-26,Buenos Aires,94877,2917,1515,19,Reporte matutino 20-07-26 no fue publicado en la página
2020-07-26,CABA,53987,888,1035,3,Reporte matutino 20-07-26 no fue publicado en la página
2020-07-26,Catamarca,60,0,0,0,Reporte matutino 20-07-26 no fue publicado en la página
2020-07-26,Chaco,3326,66,132,0,Reporte matutino 20-07-26 no fue publicado en la página
2020-07-26,Chubut,264,2,2,0,Reporte matutino 20-07-26 no fue publicado en la página
2020-07-26,Córdoba,1772,80,43,1,Reporte matutino 20-07-26 no fue publicado en la página
2020-07-26,Corrientes,138,2,1,0,Reporte matutino 20-07-26 no fue publicado en la página
2020-07-26,Entre Ríos,761,21,6,0,Reporte matutino 20-07-26 no fue publicado en la página
2020-07-26,Formosa,78,0,0,0,1 caso fue reclasificado a la provincia de Buenos Aires
2020-07-26,Jujuy,1435,46,31,0,Reporte matutino 20-07-26 no fue publicado en la página
2020-07-26,La Pampa,40,7,0,0,Reporte matutino 20-07-26 no fue publicado en la página
2020-07-26,La Rioja,239,9,15,0,Reporte matutino 20-07-26 no fue publicado en la página
2020-07-26,Mendoza,821,31,23,3,Reporte matutino 20-07-26 no fue publicado en la página
2020-07-26,Misiones,49,2,2,0,Reporte matutino 20-07-26 no fue publicado en la página
2020-07-26,Neuquén,1051,25,23,0,Reporte matutino 20-07-26 no fue publicado en la página
2020-07-26,Río Negro,1572,18,61,0,Reporte matutino 20-07-26 no fue publicado en la página
2020-07-26,Salta,239,0,3,0,Reporte matutino 20-07-26 no fue publicado en la página
2020-07-26,San Juan,21,2,0,0,Reporte matutino 20-07-26 no fue publicado en la página
2020-07-26,San Luis,19,0,0,0,Reporte matutino 20-07-26 no fue publicado en la página
2020-07-26,Santa Cruz,329,20,1,0,Reporte matutino 20-07-26 no fue publicado en la página
2020-07-26,Santa Fe,939,41,9,0,Reporte matutino 20-07-26 no fue publicado en la página
2020-07-26,Santiago del Estero,49,1,1,0,Reporte matutino 20-07-26 no fue publicado en la página
2020-07-26,Tierra del Fuego,341,6,1,0,Reporte matutino 20-07-26 no fue publicado en la página
2020-07-26,Tucumán,119,8,5,0,Reporte matutino 20-07-26 no fue publicado en la página
2020-07-27,Buenos Aires,98228,3351,1582,67,
2020-07-27,CABA,55046,1059,1088,53,
2020-07-27,Catamarca,60,0,0,0,
2020-07-27,Chaco,3358,32,135,3,
2020-07-27,Chubut,263,-1,2,0,Aquellas provincias con dígitos en negativo han reclasificado sus casos a otras jurisdicciones según lugar de residencia
2020-07-27,Córdoba,1871,99,43,0,
2020-07-27,Corrientes,152,14,1,0,
2020-07-27,Entre Ríos,765,4,7,1,
2020-07-27,Formosa,78,0,0,0,
2020-07-27,Jujuy,1527,92,31,0,
2020-07-27,La Pampa,50,10,0,0,
2020-07-27,La Rioja,249,10,16,1,
2020-07-27,Mendoza,882,61,23,0,
2020-07-27,Misiones,48,-1,2,0,Aquellas provincias con dígitos en negativo han reclasificado sus casos a otras jurisdicciones según lugar de residencia
2020-07-27,Neuquén,1074,23,23,0,
2020-07-27,Río Negro,1634,62,62,1,
2020-07-27,Salta,224,-15,3,0,Aquellas provincias con dígitos en negativo han reclasificado sus casos a otras jurisdicciones según lugar de residencia
2020-07-27,San Juan,22,1,0,0,
2020-07-27,San Luis,20,1,0,0,
2020-07-27,Santa Cruz,344,15,1,0,
2020-07-27,Santa Fe,972,33,11,2,
2020-07-27,Santiago del Estero,44,-5,1,0,Aquellas provincias con dígitos en negativo han reclasificado sus casos a otras jurisdicciones según lugar de residencia
2020-07-27,Tierra del Fuego,373,32,1,0,
2020-07-27,Tucumán,132,13,5,0,
2020-07-28,Buenos Aires,102395,4167,1651,69,
2020-07-28,CABA,56248,1202,1133,45,
2020-07-28,Catamarca,60,0,0,0,
2020-07-28,Chaco,3376,18,135,0,
2020-07-28,Chubut,266,3,2,0,
2020-07-28,Córdoba,1946,75,45,2,
2020-07-28,Corrientes,146,-6,1,0,Aquellas provincias con dígitos en negativo han reclasificado sus casos a otras jurisdicciones según lugar de residencia
2020-07-28,Entre Ríos,769,4,7,0,
2020-07-28,Formosa,78,0,0,0,
2020-07-28,Jujuy,1685,158,31,0,
2020-07-28,La Pampa,59,9,0,0,
2020-07-28,La Rioja,259,10,16,0,
2020-07-28,Mendoza,949,67,25,2,
2020-07-28,Misiones,44,-4,2,0,Aquellas provincias con dígitos en negativo han reclasificado sus casos a otras jurisdicciones según lugar de residencia
2020-07-28,Neuquén,1095,21,23,0,
2020-07-28,Río Negro,1707,73,64,2,
2020-07-28,Salta,232,8,3,0,
2020-07-28,San Juan,20,-2,0,0,Aquellas provincias con dígitos en negativo han reclasificado sus casos a otras jurisdicciones según lugar de residencia
2020-07-28,San Luis,22,2,0,0,
2020-07-28,Santa Cruz,376,32,1,0,
2020-07-28,Santa Fe,1035,63,11,0,
2020-07-28,Santiago del Estero,41,-3,1,0,Aquellas provincias con dígitos en negativo han reclasificado sus casos a otras jurisdicciones según lugar de residencia
2020-07-28,Tierra del Fuego,398,25,1,0,
2020-07-28,Tucumán,149,17,5,0,
2020-07-29,Buenos Aires,106247,3852,1722,71,
2020-07-29,CABA,57327,1079,1163,30,
2020-07-29,Catamarca,60,0,0,0,
2020-07-29,Chaco,3428,52,138,3,
2020-07-29,Chubut,269,3,2,0,
2020-07-29,Córdoba,2057,111,45,0,
2020-07-29,Corrientes,162,16,1,0,
2020-07-29,Entre Ríos,784,15,7,0,
2020-07-29,Formosa,79,1,0,0,
2020-07-29,Jujuy,1857,172,31,0,
2020-07-29,La Pampa,69,10,0,0,
2020-07-29,La Rioja,290,31,16,0,
2020-07-29,Mendoza,1014,65,29,4,
2020-07-29,Misiones,44,0,2,0,
2020-07-29,Neuquén,1125,30,23,0,
2020-07-29,Río Negro,1762,55,65,1,
2020-07-29,Salta,241,9,3,0,
2020-07-29,San Juan,20,0,0,0,
2020-07-29,San Luis,24,2,0,0,
2020-07-29,Santa Cruz,420,44,1,0,
2020-07-29,Santa Fe,1103,68,12,1,
2020-07-29,Santiago del Estero,43,2,1,0,
2020-07-29,Tierra del Fuego,412,14,1,0,
2020-07-29,Tucumán,159,10,5,0,
2020-07-30,Buenos Aires,110662,4415,1838,116,
2020-07-30,CABA,58566,1239,1195,32,
2020-07-30,Catamarca,61,1,0,0,
2020-07-30,Chaco,3521,93,138,0,
2020-07-30,Chubut,274,5,2,0,
2020-07-30,Córdoba,2148,91,46,1,
2020-07-30,Corrientes,165,3,1,0,
2020-07-30,Entre Ríos,804,20,7,0,
2020-07-30,Formosa,79,0,0,0,
2020-07-30,Jujuy,2018,161,31,0,
2020-07-30,La Pampa,75,6,0,0,
2020-07-30,La Rioja,301,11,16,0,
2020-07-30,Mendoza,1091,77,30,1,
2020-07-30,Misiones,45,1,2,0,
2020-07-30,Neuquén,1152,27,23,0,
2020-07-30,Río Negro,1843,81,67,2,
2020-07-30,Salta,252,11,3,0,
2020-07-30,San Juan,21,1,0,0,
2020-07-30,San Luis,27,3,0,0,
2020-07-30,Santa Cruz,429,9,2,1,
2020-07-30,Santa Fe,1153,50,12,0,
2020-07-30,Santiago del Estero,45,2,1,0,
2020-07-30,Tierra del Fuego,445,33,1,0,
2020-07-30,Tucumán,196,37,5,0,
2020-07-31,Buenos Aires,114573,3911,1905,67,
2020-07-31,CABA,59708,1142,1221,26,
2020-07-31,Catamarca,61,0,0,0,
2020-07-31,Chaco,3579,58,140,2,
2020-07-31,Chubut,275,1,3,1,
2020-07-31,Córdoba,2256,108,46,0,
2020-07-31,Corrientes,168,3,1,0,
2020-07-31,Entre Ríos,813,9,8,1,
2020-07-31,Formosa,79,0,0,0,
2020-07-31,Jujuy,2256,238,31,0,
2020-07-31,La Pampa,117,42,0,0,
2020-07-31,La Rioja,337,36,16,0,
2020-07-31,Mendoza,1215,124,31,1,
2020-07-31,Misiones,51,6,2,0,
2020-07-31,Neuquén,1187,35,23,0,
2020-07-31,Río Negro,1947,104,69,2,
2020-07-31,Salta,259,7,3,0,
2020-07-31,San Juan,20,-1,0,0,Aquellas provincias con dígitos en negativo han reclasificado sus casos a otras jurisdicciones según lugar de residencia
2020-07-31,San Luis,26,-1,0,0,Aquellas provincias con dígitos en negativo han reclasificado sus casos a otras jurisdicciones según lugar de residencia
2020-07-31,Santa Cruz,454,25,3,1,
2020-07-31,Santa Fe,1216,63,13,1,
2020-07-31,Santiago del Estero,44,-1,1,0,Aquellas provincias con dígitos en negativo han reclasificado sus casos a otras jurisdicciones según lugar de residencia
2020-07-31,Tierra del Fuego,457,12,1,0,
2020-07-31,Tucumán,204,8,5,0,
2020-08-01,Buenos Aires,118159,3586,1940,35,
2020-08-01,CABA,60676,968,1234,13,
2020-08-01,Catamarca,61,0,0,0,
2020-08-01,Chaco,3638,59,140,0,
2020-08-01,Chubut,285,10,3,0,
2020-08-01,Córdoba,2347,91,48,2,
2020-08-01,Corrientes,193,25,1,0,
2020-08-01,Entre Ríos,827,14,8,0,
2020-08-01,Formosa,79,0,0,0,
2020-08-01,Jujuy,2341,85,31,0,
2020-08-01,La Pampa,146,29,0,0,
2020-08-01,La Rioja,340,3,18,2,
2020-08-01,Mendoza,1299,84,32,1,
2020-08-01,Misiones,50,-1,2,0,Aquellas provincias con dígitos en negativo han reclasificado sus casos a otras jurisdicciones según lugar de residencia
2020-08-01,Neuquén,1195,8,23,0,
2020-08-01,Río Negro,2007,60,69,0,
2020-08-01,Salta,281,22,3,0,
2020-08-01,San Juan,20,0,0,0,
2020-08-01,San Luis,28,2,0,0,
2020-08-01,Santa Cruz,503,49,3,0,
2020-08-01,Santa Fe,1294,78,13,0,
2020-08-01,Santiago del Estero,46,2,1,0,
2020-08-01,Tierra del Fuego,504,47,1,0,
2020-08-01,Tucumán,224,20,5,0,
2020-08-02,Buenos Aires,121956,3797,1977,37,
2020-08-02,CABA,61647,971,1241,7,
2020-08-02,Catamarca,63,2,0,0,
2020-08-02,Chaco,3671,33,141,1,
2020-08-02,Chubut,287,2,3,0,
2020-08-02,Córdoba,2434,87,49,1,
2020-08-02,Corrientes,197,4,1,0,
2020-08-02,Entre Ríos,847,20,8,0,
2020-08-02,Formosa,79,0,0,0,
2020-08-02,Jujuy,2379,38,31,0,
2020-08-02,La Pampa,153,7,0,0,
2020-08-02,La Rioja,347,7,18,0,
2020-08-02,Mendoza,1394,95,36,4,
2020-08-02,Misiones,56,6,2,0,
2020-08-02,Neuquén,1203,8,23,0,
2020-08-02,Río Negro,2063,56,69,0,
2020-08-02,Salta,298,17,3,0,
2020-08-02,San Juan,20,0,0,0,
2020-08-02,San Luis,28,0,0,0,
2020-08-02,Santa Cruz,521,18,3,0,
2020-08-02,Santa Fe,1372,78,15,2,
2020-08-02,Santiago del Estero,46,0,1,0,
2020-08-02,Tierra del Fuego,600,96,1,0,
2020-08-02,Tucumán,258,34,5,0,
2020-08-03,Buenos Aires,125114,3158,2071,94,
2020-08-03,CABA,62698,1051,1292,51,
2020-08-03,Catamarca,65,2,0,0,
2020-08-03,Chaco,3702,31,147,6,
2020-08-03,Chubut,292,5,3,0,
2020-08-03,Córdoba,2567,133,49,0,
2020-08-03,Corrientes,195,-2,1,0,Aquellas provincias con dígitos en negativo han reclasificado sus casos a otras jurisdicciones según lugar de residencia
2020-08-03,Entre Ríos,876,29,10,2,"Una persona de sexo masculino, fue cargada por error en el sistema como fallecida"
2020-08-03,Formosa,81,2,0,0,
2020-08-03,Jujuy,2481,102,31,0,
2020-08-03,La Pampa,158,5,0,0,
2020-08-03,La Rioja,352,5,18,0,
2020-08-03,Mendoza,1473,79,43,7,
2020-08-03,Misiones,52,-4,2,0,Aquellas provincias con dígitos en negativo han reclasificado sus casos a otras jurisdicciones según lugar de residencia
2020-08-03,Neuquén,1224,21,25,2,
2020-08-03,Río Negro,2126,63,72,3,
2020-08-03,Salta,299,1,3,0,
2020-08-03,San Juan,22,2,0,0,
2020-08-03,San Luis,26,-2,0,0,Aquellas provincias con dígitos en negativo han reclasificado sus casos a otras jurisdicciones según lugar de residencia
2020-08-03,Santa Cruz,548,27,3,0,
2020-08-03,Santa Fe,1435,63,16,1,
2020-08-03,Santiago del Estero,47,1,1,0,
2020-08-03,Tierra del Fuego,644,44,1,0,
2020-08-03,Tucumán,266,8,5,0,
2020-08-04,Buenos Aires,129451,4337,2185,114,"Dos personas, una de sexo masculino y otra femenino, fueron cargadas por error en el sistema como fallecidas"
2020-08-04,CABA,64069,1371,1337,45,
2020-08-04,Catamarca,63,-2,0,0,Aquellas provincias con dígitos en negativo han reclasificado sus casos a otras jurisdicciones según lugar de residencia
2020-08-04,Chaco,3755,53,150,3,
2020-08-04,Chubut,293,1,3,0,
2020-08-04,Córdoba,2714,147,50,1,
2020-08-04,Corrientes,191,-4,2,1,Aquellas provincias con dígitos en negativo han reclasificado sus casos a otras jurisdicciones según lugar de residencia
2020-08-04,Entre Ríos,898,22,10,0,
2020-08-04,Formosa,82,1,0,0,
2020-08-04,Jujuy,2750,269,31,0,
2020-08-04,La Pampa,159,1,0,0,
2020-08-04,La Rioja,381,29,18,0,
2020-08-04,Mendoza,1579,106,45,2,
2020-08-04,Misiones,51,-1,2,0,Aquellas provincias con dígitos en negativo han reclasificado sus casos a otras jurisdicciones según lugar de residencia
2020-08-04,Neuquén,1242,18,25,0,
2020-08-04,Río Negro,2323,197,74,2,
2020-08-04,Salta,341,42,3,0,
2020-08-04,San Juan,22,0,0,0,
2020-08-04,San Luis,31,5,0,0,
2020-08-04,Santa Cruz,564,16,3,0,
2020-08-04,Santa Fe,1536,101,16,0,
2020-08-04,Santiago del Estero,48,1,1,0,
2020-08-04,Tierra del Fuego,702,58,1,0,
2020-08-04,Tucumán,290,24,5,0,
2020-08-05,Buenos Aires,134127,4676,2269,84,
2020-08-05,CABA,65536,1467,1369,32,
2020-08-05,Catamarca,61,-2,0,0,Aquellas provincias con dígitos en negativo han reclasificado sus casos a otras jurisdicciones según lugar de residencia
2020-08-05,Chaco,3825,70,152,2,
2020-08-05,Chubut,302,9,3,0,
2020-08-05,Córdoba,2851,137,52,2,
2020-08-05,Corrientes,196,5,2,0,
2020-08-05,Entre Ríos,940,42,12,2,
2020-08-05,Formosa,80,-2,0,0,Aquellas provincias con dígitos en negativo han reclasificado sus casos a otras jurisdicciones según lugar de residencia
2020-08-05,Jujuy,2885,135,31,0,
2020-08-05,La Pampa,165,6,0,0,
2020-08-05,La Rioja,381,27,18,0,
2020-08-05,Mendoza,1677,98,46,1,
2020-08-05,Misiones,51,0,2,0,
2020-08-05,Neuquén,1323,81,27,2,
2020-08-05,Río Negro,2444,121,74,0,
2020-08-05,Salta,375,34,3,0,
2020-08-05,San Juan,23,1,0,0,
2020-08-05,San Luis,33,2,0,0,
2020-08-05,Santa Cruz,614,50,3,0,
2020-08-05,Santa Fe,1637,101,18,2,
2020-08-05,Santiago del Estero,66,18,1,0,
2020-08-05,Tierra del Fuego,745,43,1,0,
2020-08-05,Tucumán,318,28,5,0,
2020-08-06,Buenos Aires,139114,4987,2366,97,
2020-08-06,CABA,66982,1446,1401,32,
2020-08-06,Catamarca,61,0,0,0,
2020-08-06,Chaco,3872,47,157,5,
2020-08-06,Chubut,309,7,3,0,
2020-08-06,Córdoba,2995,144,52,0,
2020-08-06,Corrientes,200,4,2,0,
2020-08-06,Entre Ríos,999,59,12,0,
2020-08-06,Formosa,81,1,0,0,
2020-08-06,Jujuy,2956,71,31,0,
2020-08-06,La Pampa,170,5,0,0,
2020-08-06,La Rioja,448,40,18,0,
2020-08-06,Mendoza,1794,117,48,2,
2020-08-06,Misiones,52,1,2,0,
2020-08-06,Neuquén,1376,53,29,2,
2020-08-06,Río Negro,2666,222,78,4,
2020-08-06,Salta,417,42,3,0,
2020-08-06,San Juan,22,-1,0,0,Aquellas provincias con dígitos en negativo han reclasificado sus casos a otras jurisdicciones según lugar de residencia
2020-08-06,San Luis,32,-1,0,0,Aquellas provincias con dígitos en negativo han reclasificado sus casos a otras jurisdicciones según lugar de residencia
2020-08-06,Santa Cruz,635,21,4,1,
2020-08-06,Santa Fe,1778,141,18,0,
2020-08-06,Santiago del Estero,76,10,1,0,
2020-08-06,Tierra del Fuego,812,67,4,3,
2020-08-06,Tucumán,348,30,6,1,
2020-08-07,Buenos Aires,144307,5200,2473,107,
2020-08-07,CABA,68217,1237,1427,26,
2020-08-07,Catamarca,61,0,0,0,
2020-08-07,Chaco,3949,77,163,6,
2020-08-07,Chubut,311,2,3,0,
2020-08-07,Córdoba,3157,162,61,9,
2020-08-07,Corrientes,204,4,2,0,
2020-08-07,Entre Ríos,1056,57,13,1,
2020-08-07,Formosa,81,0,0,0,
2020-08-07,Jujuy,3026,70,31,0,
2020-08-07,La Pampa,177,7,0,0,
2020-08-07,La Rioja,477,29,19,1,
2020-08-07,Mendoza,1918,124,50,2,
2020-08-07,Misiones,51,-1,2,0,Aquellas provincias con dígitos en negativo han reclasificado sus casos a otras jurisdicciones según lugar de residencia
2020-08-07,Neuquén,1418,42,30,1,
2020-08-07,Río Negro,2771,105,79,1,
2020-08-07,Salta,471,54,7,4,
2020-08-07,San Juan,22,0,0,0,
2020-08-07,San Luis,33,1,0,0,
2020-08-07,Santa Cruz,699,64,4,0,
2020-08-07,Santa Fe,1912,134,20,2,
2020-08-07,Santiago del Estero,105,29,1,0,
2020-08-07,Tierra del Fuego,897,85,4,0,
2020-08-07,Tucumán,357,9,6,0,
2020-08-08,Buenos Aires,148360,4053,2557,84,
2020-08-08,CABA,69183,966,1445,18,
2020-08-08,Catamarca,62,1,0,0,
2020-08-08,Chaco,4003,54,163,0,
2020-08-08,Chubut,327,16,3,0,
2020-08-08,Córdoba,3307,150,64,3,
2020-08-08,Corrientes,207,3,2,0,
2020-08-08,Entre Ríos,1087,31,13,0,
2020-08-08,Formosa,82,1,0,0,
2020-08-08,Jujuy,3354,328,32,1,
2020-08-08,La Pampa,178,1,0,0,
2020-08-08,La Rioja,513,36,20,1,
2020-08-08,Mendoza,2042,124,51,1,
2020-08-08,Misiones,49,-2,2,0,Aquellas provincias con dígitos en negativo han reclasificado sus casos a otras jurisdicciones según lugar de residencia
2020-08-08,Neuquén,1436,18,30,0,
2020-08-08,Río Negro,2841,70,82,3,
2020-08-08,Salta,539,68,7,0,
2020-08-08,San Juan,23,1,0,0,
2020-08-08,San Luis,33,0,0,0,
2020-08-08,Santa Cruz,707,8,4,0,
2020-08-08,Santa Fe,2049,137,21,1,
2020-08-08,Santiago del Estero,114,9,1,0,
2020-08-08,Tierra del Fuego,949,52,5,1,
2020-08-08,Tucumán,366,9,6,0,
2020-08-09,Buenos Aires,151264,2904,2614,57,
2020-08-09,CABA,70056,873,1466,21,
2020-08-09,Catamarca,62,0,0,0,
